blk_no,street,max_floor_lvl,year_completed,bldg_contract_town,room_type,units,postal,latitude,longitude,town,country,population,town_latitude,town_longitude
29,LOR 5 TOA PAYOH,11,1969,TP,total_dwelling_units,196,310029,1.3331,103.8539,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
8,LOR 7 TOA PAYOH,11,1969,TP,total_dwelling_units,144,310008,1.3377,103.8567,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
10,LOR 7 TOA PAYOH,25,1997,TP,total_dwelling_units,96,310010,1.3373,103.8571,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
18,LOR 7 TOA PAYOH,11,1969,TP,total_dwelling_units,146,310018,1.3362,103.8573,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
20,LOR 7 TOA PAYOH,11,1969,TP,total_dwelling_units,146,310020,1.3353,103.8576,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
78,REDHILL LANE,10,1970,BM,total_dwelling_units,144,150078,1.2883,103.8185,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
81,REDHILL LANE,20,1995,BM,total_dwelling_units,105,150081,1.2879,103.8196,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
82,REDHILL LANE,21,1995,BM,total_dwelling_units,87,150082,1.2876,103.8192,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
83,REDHILL LANE,21,1995,BM,total_dwelling_units,102,150083,1.287,103.8192,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
14,LOR 7 TOA PAYOH,25,1997,TP,total_dwelling_units,96,310014,1.3367,103.8586,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
15,LOR 7 TOA PAYOH,11,1969,TP,total_dwelling_units,257,310015,1.3359,103.8587,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
7,NTH BRIDGE RD,16,1970,KWN,total_dwelling_units,348,190007,1.3048,103.8634,Kallang,Singapore,101210,1.31083,103.86556
8,NTH BRIDGE RD,16,1970,KWN,total_dwelling_units,348,190008,1.305,103.8637,Kallang,Singapore,101210,1.31083,103.86556
9,NTH BRIDGE RD,16,1970,KWN,total_dwelling_units,348,190009,1.305,103.8643,Kallang,Singapore,101210,1.31083,103.86556
166,STIRLING RD,12,1970,QT,total_dwelling_units,107,140166,1.2911,103.8023,Queenstown,Singapore,98050,1.294167,103.786128
169,STIRLING RD,16,1970,QT,total_dwelling_units,199,140169,1.2904,103.8036,Queenstown,Singapore,98050,1.294167,103.786128
170,STIRLING RD,16,1970,QT,total_dwelling_units,197,140170,1.2911,103.8031,Queenstown,Singapore,98050,1.294167,103.786128
171,STIRLING RD,14,1970,QT,total_dwelling_units,120,140171,1.2907,103.8037,Queenstown,Singapore,98050,1.294167,103.786128
1,BEACH RD,16,1970,KWN,total_dwelling_units,142,189673,1.2943,103.8549,Kallang,Singapore,101210,1.31083,103.86556
2,BEACH RD,16,1970,KWN,total_dwelling_units,139,190002,1.3038,103.865,Kallang,Singapore,101210,1.31083,103.86556
3,BEACH RD,16,1970,KWN,total_dwelling_units,138,189674,,,Kallang,Singapore,101210,1.31083,103.86556
31,BENDEMEER RD,12,1970,KWN,total_dwelling_units,288,330031,1.3195,103.8638,Kallang,Singapore,101210,1.31083,103.86556
32,BENDEMEER RD,12,1970,KWN,total_dwelling_units,276,330032,1.3195,103.8638,Kallang,Singapore,101210,1.31083,103.86556
33,BENDEMEER RD,12,1970,KWN,total_dwelling_units,288,330033,1.3191,103.8634,Kallang,Singapore,101210,1.31083,103.86556
80,LOR 4 TOA PAYOH,13,1994,TP,total_dwelling_units,75,310080,1.3353,103.8485,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
81,LOR 4 TOA PAYOH,25,1995,TP,total_dwelling_units,69,310081,1.3356,103.8507,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
83,LOR 2 TOA PAYOH,10,1970,TP,total_dwelling_units,79,310083,1.3358,103.8479,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
86,LOR 2 TOA PAYOH,10,1994,TP,total_dwelling_units,72,310086,1.3358,103.8478,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
44,BENDEMEER RD,12,1970,KWN,total_dwelling_units,228,330044,1.3224,103.8664,Kallang,Singapore,101210,1.31083,103.86556
125,KIM TIAN RD,11,1993,BM,total_dwelling_units,70,160125,1.2837,103.8283,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
1,MAUDE RD,14,1970,KWN,total_dwelling_units,176,200001,1.3075,103.8589,Kallang,Singapore,101210,1.31083,103.86556
2,KITCHENER RD,14,1970,KWN,total_dwelling_units,176,200002,1.3078,103.8591,Kallang,Singapore,101210,1.31083,103.86556
8,JLN KUKOH,18,1970,CT,total_dwelling_units,138,162008,1.2877,103.8395,Central Area,Singapore,939890,1.300556,103.821667
9,JLN KUKOH,12,1970,CT,total_dwelling_units,110,160009,1.2877,103.8395,Central Area,Singapore,939890,1.300556,103.821667
10,JLN KUKOH,12,1970,CT,total_dwelling_units,92,162010,1.2876,103.8396,Central Area,Singapore,939890,1.300556,103.821667
23,BENDEMEER RD,12,1970,KWN,total_dwelling_units,125,330023,1.3176,103.8629,Kallang,Singapore,101210,1.31083,103.86556
24,BENDEMEER RD,12,1970,KWN,total_dwelling_units,124,330024,1.3191,103.8617,Kallang,Singapore,101210,1.31083,103.86556
30,BENDEMEER RD,12,1970,KWN,total_dwelling_units,125,330030,1.3194,103.86399999999999,Kallang,Singapore,101210,1.31083,103.86556
26,BENDEMEER RD,24,1971,KWN,total_dwelling_units,92,330026,1.3185,103.8633,Kallang,Singapore,101210,1.31083,103.86556
28,BENDEMEER RD,24,1971,KWN,total_dwelling_units,91,330028,1.3187,103.8633,Kallang,Singapore,101210,1.31083,103.86556
155,LOR 1 TOA PAYOH,30,1998,TP,total_dwelling_units,140,310155,1.3326,103.8458,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
156,LOR 1 TOA PAYOH,18,1997,TP,total_dwelling_units,120,310156,1.3325,103.8452,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
20,CHAI CHEE RD,12,1972,BD,total_dwelling_units,164,461020,1.3259999999999998,103.9232,Bedok,Singapore,289750,1.32805,103.95011
21,CHAI CHEE RD,12,1972,BD,total_dwelling_units,164,461021,1.3259999999999998,103.92200000000001,Bedok,Singapore,289750,1.32805,103.95011
22,CHAI CHEE RD,12,1972,BD,total_dwelling_units,264,461022,1.3253,103.9217,Bedok,Singapore,289750,1.32805,103.95011
23,CHAI CHEE RD,12,1972,BD,total_dwelling_units,264,461023,1.3254,103.9229,Bedok,Singapore,289750,1.32805,103.95011
24,CHAI CHEE RD,12,1972,BD,total_dwelling_units,264,460024,1.3247,103.9225,Bedok,Singapore,289750,1.32805,103.95011
25,CHAI CHEE RD,15,1991,BD,total_dwelling_units,78,460025,1.3238,103.9241,Bedok,Singapore,289750,1.32805,103.95011
26,CHAI CHEE RD,18,1991,BD,total_dwelling_units,82,460026,1.3235,103.9236,Bedok,Singapore,289750,1.32805,103.95011
34,WHAMPOA WEST,12,1971,KWN,total_dwelling_units,475,330034,1.3201,103.8625,Kallang,Singapore,101210,1.31083,103.86556
85,LOR 4 TOA PAYOH,2,1971,TP,total_dwelling_units,10,310085,1.3363,103.8486,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
79,INDUS RD,14,1971,BM,total_dwelling_units,520,161079,1.2913,103.8287,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
148,LOR 1 TOA PAYOH,11,1971,TP,total_dwelling_units,180,310148,1.3348,103.8435,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
149,LOR 1 TOA PAYOH,11,1971,TP,total_dwelling_units,180,310149,1.334,103.8439,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
150,LOR 1 TOA PAYOH,11,1971,TP,total_dwelling_units,180,310150,1.3345,103.8444,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
158,LOR 1 TOA PAYOH,12,1971,TP,total_dwelling_units,152,310158,1.3315,103.8451,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
159,LOR 1 TOA PAYOH,12,1971,TP,total_dwelling_units,154,310159,1.3307,103.8455,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
160,LOR 1 TOA PAYOH,12,1971,TP,total_dwelling_units,176,310160,1.3309,103.845,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
161,LOR 1 TOA PAYOH,12,1971,TP,total_dwelling_units,176,310161,1.3305,103.845,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
45,BENDEMEER RD,12,1971,KWN,total_dwelling_units,124,330045,1.3225,103.8661,Kallang,Singapore,101210,1.31083,103.86556
177,TOA PAYOH CTRL,4,1971,TP,total_dwelling_units,82,310177,1.3338,103.8488,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
178,TOA PAYOH CTRL,4,1971,TP,total_dwelling_units,46,310178,1.3337,103.8492,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
183,TOA PAYOH CTRL,4,1971,TP,total_dwelling_units,70,310183,1.3337,103.8488,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
184,TOA PAYOH CTRL,4,1971,TP,total_dwelling_units,27,310184,1.3327,103.8498,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
185,TOA PAYOH CTRL,4,1971,TP,total_dwelling_units,23,310185,1.3327,103.8499,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
186,TOA PAYOH CTRL,4,1971,TP,total_dwelling_units,36,310186,1.3326,103.8499,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
163,LOR 1 TOA PAYOH,12,1972,TP,total_dwelling_units,132,310163,1.3318,103.8443,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
168,LOR 1 TOA PAYOH,12,1972,TP,total_dwelling_units,122,310168,1.3318,103.8436,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
169,LOR 1 TOA PAYOH,12,1972,TP,total_dwelling_units,131,310169,1.3317,103.8426,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
170,LOR 1 TOA PAYOH,12,1972,TP,total_dwelling_units,308,310170,1.3312,103.8426,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
69,MOULMEIN RD,20,1972,KWN,total_dwelling_units,76,300069,1.3189,103.8504,Kallang,Singapore,101210,1.31083,103.86556
87,REDHILL CL,25,1993,BM,total_dwelling_units,114,150087,1.2866,103.8191,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
88,REDHILL CL,16,1993,BM,total_dwelling_units,60,150088,1.286,103.8187,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
89,REDHILL CL,12,1972,BM,total_dwelling_units,264,150089,1.2856,103.8188,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
90,REDHILL CL,12,1972,BM,total_dwelling_units,264,150090,1.2852,103.8187,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
90,PIPIT RD,12,1972,GL,total_dwelling_units,274,370090,1.3232,103.8862,Geylang,Singapore,116960,1.3205559999999998,103.886944
91,PAYA LEBAR WAY,10,1972,GL,total_dwelling_units,141,370091,1.3228,103.8871,Geylang,Singapore,116960,1.3205559999999998,103.886944
92,PIPIT RD,18,1996,GL,total_dwelling_units,81,370092,1.3236,103.8873,Geylang,Singapore,116960,1.3205559999999998,103.886944
93,PAYA LEBAR WAY,10,1972,GL,total_dwelling_units,143,370093,1.3229,103.8881,Geylang,Singapore,116960,1.3205559999999998,103.886944
94,PIPIT RD,12,1972,GL,total_dwelling_units,220,370094,1.3234,103.8885,Geylang,Singapore,116960,1.3205559999999998,103.886944
171,LOR 1 TOA PAYOH,23,1994,TP,total_dwelling_units,160,310171,1.3309,103.8426,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
172,LOR 1 TOA PAYOH,25,1994,TP,total_dwelling_units,69,310172,1.3305,103.8431,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
80,REDHILL LANE,2,1972,BM,total_dwelling_units,4,150080,1.2881,103.8188,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
86,REDHILL CL,16,1972,BM,total_dwelling_units,144,150086,1.2869,103.8182,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
77,INDUS RD,12,1972,BM,total_dwelling_units,160,160077,1.2913,103.8268,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
78,INDUS RD,20,1972,BM,total_dwelling_units,144,161078,1.2914,103.8275,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
30,CHAI CHEE AVE,10,1972,BD,total_dwelling_units,216,460030,1.3249,103.925,Bedok,Singapore,289750,1.32805,103.95011
31,CHAI CHEE AVE,10,1972,BD,total_dwelling_units,216,461031,1.3241,103.9252,Bedok,Singapore,289750,1.32805,103.95011
38,CHAI CHEE AVE,10,1972,BD,total_dwelling_units,216,461038,1.3257,103.9258,Bedok,Singapore,289750,1.32805,103.95011
39,CHAI CHEE AVE,10,1972,BD,total_dwelling_units,216,461039,1.3262,103.9263,Bedok,Singapore,289750,1.32805,103.95011
201,TOA PAYOH NTH,12,1972,TP,total_dwelling_units,132,310201,1.3415,103.8502,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
202,TOA PAYOH NTH,20,1973,TP,total_dwelling_units,152,310202,1.3417,103.8494,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
203,TOA PAYOH NTH,12,1973,TP,total_dwelling_units,167,310203,1.3419,103.8492,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
51,LOR 6 TOA PAYOH,18,1966,TP,total_dwelling_units,238,310051,1.3379,103.8525,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
52,LOR 6 TOA PAYOH,12,1966,TP,total_dwelling_units,333,310052,1.3382,103.8525,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
121,BT MERAH VIEW,9,1972,BM,total_dwelling_units,224,151121,1.2833,103.8228,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
123,BT MERAH VIEW,9,1972,BM,total_dwelling_units,320,151123,1.2843,103.8233,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
125,BT MERAH VIEW,18,1995,BM,total_dwelling_units,78,151125,1.2849,103.8238,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
126,BT MERAH VIEW,25,1995,BM,total_dwelling_units,116,151126,1.2846,103.8236,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
128,BT MERAH VIEW,20,1973,BM,total_dwelling_units,300,150128,1.2830000000000001,103.8234,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
129,BT MERAH VIEW,20,1973,BM,total_dwelling_units,297,150129,1.2837,103.8232,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
130,BT MERAH VIEW,20,1973,BM,total_dwelling_units,293,150130,1.2848,103.8237,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
76,LOR LIMAU,16,1972,KWN,total_dwelling_units,208,320076,1.3252,103.8544,Kallang,Singapore,101210,1.31083,103.86556
194,KIM KEAT AVE,12,1973,TP,total_dwelling_units,199,310194,1.331,103.8583,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
195,KIM KEAT AVE,12,1973,TP,total_dwelling_units,539,310195,1.3306,103.8586,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
205,TOA PAYOH NTH,12,1973,TP,total_dwelling_units,284,310205,1.3424,103.8477,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
206,TOA PAYOH NTH,12,1973,TP,total_dwelling_units,163,310206,1.3423,103.8464,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
207,TOA PAYOH NTH,12,1973,TP,total_dwelling_units,172,310207,1.3425,103.8453,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
175,LOR 2 TOA PAYOH,25,1973,TP,total_dwelling_units,96,310175,1.3335,103.8469,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
179,TOA PAYOH CTRL,25,1973,TP,total_dwelling_units,96,310179,1.3339,103.85,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
191,LOR 4 TOA PAYOH,25,1973,TP,total_dwelling_units,96,310191,1.3319999999999999,103.8509,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
193,LOR 4 TOA PAYOH,25,1973,TP,total_dwelling_units,96,310193,1.3316,103.8517,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
22,SIN MING RD,12,1973,BH,total_dwelling_units,288,570022,1.3577,103.839,Bishan,Singapore,90700,1.3486200000000002,103.849508
23,SIN MING RD,12,1973,BH,total_dwelling_units,142,570023,1.3543,103.8359,Bishan,Singapore,90700,1.3486200000000002,103.849508
24,SIN MING RD,12,1973,BH,total_dwelling_units,144,570024,1.3549,103.8366,Bishan,Singapore,90700,1.3486200000000002,103.849508
74,WHAMPOA DR,16,1973,KWN,total_dwelling_units,251,320074,1.3248,103.8576,Kallang,Singapore,101210,1.31083,103.86556
75,WHAMPOA DR,16,1973,KWN,total_dwelling_units,267,320075,1.3245,103.85799999999999,Kallang,Singapore,101210,1.31083,103.86556
32,CHAI CHEE AVE,14,1973,BD,total_dwelling_units,257,461032,1.3239,103.9253,Bedok,Singapore,289750,1.32805,103.95011
36,CHAI CHEE AVE,14,1973,BD,total_dwelling_units,121,461036,1.3252,103.9256,Bedok,Singapore,289750,1.32805,103.95011
37,CHAI CHEE AVE,14,1973,BD,total_dwelling_units,121,461037,1.3249,103.9258,Bedok,Singapore,289750,1.32805,103.95011
83,WHAMPOA DR,20,1973,KWN,total_dwelling_units,76,320083,1.3238,103.8568,Kallang,Singapore,101210,1.31083,103.86556
84,WHAMPOA DR,20,1973,KWN,total_dwelling_units,76,320084,1.3236,103.8569,Kallang,Singapore,101210,1.31083,103.86556
94,WHAMPOA DR,20,1973,KWN,total_dwelling_units,76,320094,1.3221,103.8557,Kallang,Singapore,101210,1.31083,103.86556
95,WHAMPOA DR,20,1973,KWN,total_dwelling_units,76,320095,1.3221,103.85600000000001,Kallang,Singapore,101210,1.31083,103.86556
96,WHAMPOA DR,20,1973,KWN,total_dwelling_units,76,320096,1.3219999999999998,103.8555,Kallang,Singapore,101210,1.31083,103.86556
82,WHAMPOA DR,16,1973,KWN,total_dwelling_units,197,320082,1.3238,103.8566,Kallang,Singapore,101210,1.31083,103.86556
86,WHAMPOA DR,16,1973,KWN,total_dwelling_units,198,320086,1.3230000000000002,103.85600000000001,Kallang,Singapore,101210,1.31083,103.86556
11,UPP BOON KENG RD,16,1973,KWN,total_dwelling_units,281,380011,1.3144,103.8708,Kallang,Singapore,101210,1.31083,103.86556
2,QUEEN'S RD,12,1973,BT,total_dwelling_units,66,260002,1.3179,103.8071,Bukit Timah,Singapore,74470,1.3404,103.7722
3,QUEEN'S RD,12,1973,BT,total_dwelling_units,150,260003,1.3187,103.8079,Bukit Timah,Singapore,74470,1.3404,103.7722
4,QUEEN'S RD,12,1973,BT,total_dwelling_units,185,260004,1.319,103.8082,Bukit Timah,Singapore,74470,1.3404,103.7722
51,CHIN SWEE RD,20,1973,CT,total_dwelling_units,328,160051,1.2871,103.8413,Central Area,Singapore,939890,1.300556,103.821667
52,CHIN SWEE RD,20,1973,CT,total_dwelling_units,272,160052,1.2876,103.8409,Central Area,Singapore,939890,1.300556,103.821667
53,CHIN SWEE RD,26,1973,CT,total_dwelling_units,96,160053,1.2879,103.8411,Central Area,Singapore,939890,1.300556,103.821667
1,HOLLAND CL,13,1973,QT,total_dwelling_units,319,271001,1.3089,103.7965,Queenstown,Singapore,98050,1.294167,103.786128
2,HOLLAND AVE,22,1974,QT,total_dwelling_units,368,271002,1.3096,103.7954,Queenstown,Singapore,98050,1.294167,103.786128
3,HOLLAND CL,28,1997,QT,total_dwelling_units,102,271003,1.3082,103.7968,Queenstown,Singapore,98050,1.294167,103.786128
5,HOLLAND CL,28,1997,QT,total_dwelling_units,102,272005,1.3077,103.796,Queenstown,Singapore,98050,1.294167,103.786128
6,HOLLAND CL,22,1973,QT,total_dwelling_units,369,271006,1.3075,103.7957,Queenstown,Singapore,98050,1.294167,103.786128
8,HOLLAND AVE,22,1974,QT,total_dwelling_units,372,271008,1.307,103.7938,Queenstown,Singapore,98050,1.294167,103.786128
9,HOLLAND AVE,22,1973,QT,total_dwelling_units,371,272009,1.3078,103.7951,Queenstown,Singapore,98050,1.294167,103.786128
93,WHAMPOA DR,12,1973,KWN,total_dwelling_units,129,320093,1.3223,103.8545,Kallang,Singapore,101210,1.31083,103.86556
97,WHAMPOA DR,11,1973,KWN,total_dwelling_units,177,320097,1.3218,103.8542,Kallang,Singapore,101210,1.31083,103.86556
99,WHAMPOA DR,25,1973,KWN,total_dwelling_units,96,320099,1.3209,103.8537,Kallang,Singapore,101210,1.31083,103.86556
100,WHAMPOA DR,25,1973,KWN,total_dwelling_units,96,320100,1.3208,103.8541,Kallang,Singapore,101210,1.31083,103.86556
101,WHAMPOA DR,25,1973,KWN,total_dwelling_units,96,323101,1.3205,103.8537,Kallang,Singapore,101210,1.31083,103.86556
116,BT MERAH VIEW,5,1973,BM,total_dwelling_units,73,151116,1.2844,103.821,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
117,BT MERAH VIEW,16,1973,BM,total_dwelling_units,280,151117,1.2842,103.8218,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
118,BT MERAH VIEW,15,2001,BM,total_dwelling_units,130,150118,1.2843,103.8211,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
119,BT MERAH VIEW,16,1974,BM,total_dwelling_units,296,152119,1.2838,103.8213,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
30,HOLLAND CL,28,1995,QT,total_dwelling_units,102,270030,1.3079,103.7966,Queenstown,Singapore,98050,1.294167,103.786128
31,HOLLAND CL,10,1973,QT,total_dwelling_units,110,270031,1.3071,103.7971,Queenstown,Singapore,98050,1.294167,103.786128
32,HOLLAND CL,10,1973,QT,total_dwelling_units,209,270032,1.3066,103.7966,Queenstown,Singapore,98050,1.294167,103.786128
16,JLN TENTERAM,22,1999,KWN,total_dwelling_units,154,321016,1.3283,103.8595,Kallang,Singapore,101210,1.31083,103.86556
17,JLN TENTERAM,22,1999,KWN,total_dwelling_units,133,321017,1.3284,103.8598,Kallang,Singapore,101210,1.31083,103.86556
1,TELOK BLANGAH CRES,16,1973,BM,total_dwelling_units,148,90001,1.2789,103.8181,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
3,TELOK BLANGAH CRES,12,1973,BM,total_dwelling_units,264,90003,1.2787,103.8175,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
4,TELOK BLANGAH CRES,12,1973,BM,total_dwelling_units,264,90004,1.2785,103.8185,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
6,TELOK BLANGAH CRES,16,1974,BM,total_dwelling_units,136,90006,1.2783,103.8184,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
58,GEYLANG BAHRU,21,1998,KWN,total_dwelling_units,97,330058,1.3233,103.8682,Kallang,Singapore,101210,1.31083,103.86556
60,GEYLANG BAHRU,21,1997,KWN,total_dwelling_units,110,330060,1.3227,103.8691,Kallang,Singapore,101210,1.31083,103.86556
61,GEYLANG BAHRU,13,1973,KWN,total_dwelling_units,336,330061,1.3224,103.8692,Kallang,Singapore,101210,1.31083,103.86556
62,GEYLANG BAHRU,13,1973,KWN,total_dwelling_units,336,330062,1.3219,103.8684,Kallang,Singapore,101210,1.31083,103.86556
63,KALLANG BAHRU,13,1973,KWN,total_dwelling_units,273,330063,1.3216,103.8685,Kallang,Singapore,101210,1.31083,103.86556
64,KALLANG BAHRU,13,1973,KWN,total_dwelling_units,284,330064,1.3209,103.8685,Kallang,Singapore,101210,1.31083,103.86556
